id,gebruiker_id,scan_id,toelichting,status,aangemaakt_op,bewerkt_op
402,3474,2887,gebroken plafond lijst  bouwgebrek,104,2021-11-24 17:05:22,2021-12-02 14:47:44
403,3474,2892,opslag,104,2021-11-24 17:06:23,2021-12-02 14:47:44
404,3474,2910,interview,104,2021-11-24 17:10:08,2021-12-02 14:47:44
405,3474,3236,Rijk de Gooyer,104,2021-11-24 19:59:57,2021-12-02 14:47:44
406,3474,3249,autosloperij,104,2021-11-24 20:04:22,2021-12-02 14:47:44
407,3474,3255,Andre van Duin en Corry van Gorp,104,2021-11-24 20:05:49,2021-12-02 14:47:44
408,3474,3256,"Boek signeer sessie door Bas de Gaay Fortman van het boek ""De kunst van het ivoor draaien""",104,2021-11-24 20:09:55,2021-12-02 14:47:44
409,3474,3630,receptie,104,2021-11-24 20:51:23,2021-12-02 14:47:44
410,3474,3636,museum,104,2021-11-24 20:53:31,2021-12-02 14:47:44
411,3474,3689,discussie/relletje?,104,2021-11-24 22:07:35,2021-12-02 14:47:44
412,3474,3692,gymnastiek toestel op braderie ?,104,2021-11-24 22:08:51,2021-12-02 14:47:44
413,3474,3709,ontspanningsruimte zwembad,104,2021-11-24 22:13:47,2021-12-02 14:47:44
414,3474,3715,gang in school,104,2021-11-24 22:15:50,2021-12-02 14:47:44
415,3474,3725,golf sport overig,104,2021-11-24 22:18:06,2021-12-02 14:47:44
416,3474,3725,golf sport overig,104,2021-11-24 22:18:08,2021-12-02 14:47:44
417,3474,3729,Koningin Beatrix,104,2021-11-24 22:20:59,2021-12-02 14:47:44
418,3474,3740,spelletjes,104,2021-11-24 22:24:23,2021-12-02 14:47:44
419,18244,3471,Hier twijfel ik over straat. Dan sluit de categorie bakkerij volgens mij beter aan.,104,2021-11-24 22:28:38,2021-12-02 14:47:44
420,3474,3798,boek kopie,104,2021-11-24 23:47:09,2021-12-02 14:47:44
421,3474,3801,volkstuin,104,2021-11-24 23:47:54,2021-12-02 14:47:44
422,3474,3816,boortoren,104,2021-11-24 23:51:50,2021-12-02 14:47:44
423,3474,3821,Anton Pieck,104,2021-11-24 23:54:16,2021-12-02 14:47:44
424,3474,3838,ijspret,104,2021-11-25 00:04:57,2021-12-02 14:47:44
425,3474,3839,geld automaat,104,2021-11-25 00:05:19,2021-12-02 14:47:44
426,3474,3939,opslag,104,2021-11-25 00:12:45,2021-12-02 14:47:44
427,3474,3940,parkeerplaats schiphol,104,2021-11-25 00:13:16,2021-12-02 14:47:44
428,3474,3955,golf sport overig,104,2021-11-25 00:17:33,2021-12-02 14:47:44
429,3474,3958,tafel biljart sport overig,104,2021-11-25 00:19:02,2021-12-02 14:47:44
430,3474,3962,judo sport overig,104,2021-11-25 00:19:58,2021-12-02 14:47:44
431,3474,3978,duiker,104,2021-11-25 09:51:25,2021-12-02 14:47:44
432,3474,3994,veiling,104,2021-11-25 09:56:01,2021-12-02 14:47:44
433,3474,4014,bezichtiging glastuinbouw,104,2021-11-25 10:18:57,2021-12-02 14:47:44
434,9600,3895,"Wim Duisenberg, Nederlandse econoom",104,2021-11-25 10:31:21,2021-12-02 14:47:44
435,3474,4023,gevaarlijke situatie / probleem,104,2021-11-25 10:42:35,2021-12-02 15:14:06
436,3474,4043,spoorweg (overgang),104,2021-11-25 10:47:28,2021-12-02 15:14:06
437,18244,3541,Lijkt op een boomplantdag.,104,2021-11-25 11:16:44,2021-12-02 15:14:06
438,18244,3858,Deze zou ook onder sneeuwlandschap kunnen.,104,2021-11-25 11:33:05,2021-12-02 15:14:06
439,18244,3876,Dit lijkt mij Rutger Hauer acteur.,104,2021-11-25 11:41:28,2021-12-02 15:14:06
440,18244,3890,Dit betreft stemlokaal.,104,2021-11-25 11:46:26,2021-12-02 15:14:06
441,18244,3891,Hier staat Hans Weijers op.,104,2021-11-25 11:48:20,2021-12-02 15:14:06
442,3474,4389,telescoop,104,2021-11-25 15:02:16,2021-12-02 15:14:06
443,3474,4407,sint maarten ? volksfeest,104,2021-11-25 15:09:51,2021-12-02 15:14:06
444,3474,4435,metro?,104,2021-11-25 15:12:00,2021-12-02 15:14:06
445,12564,4223,Vuurtorenlampen,104,2021-11-25 15:12:12,2021-12-02 15:14:06
446,12564,4231,vekleedfeestje schoolkinderen,104,2021-11-25 15:13:46,2021-12-02 15:14:06
447,12564,4239,toneelstuk op het ijs,104,2021-11-25 15:14:24,2021-12-02 15:14:06
448,12564,4254,"Het lijkt mij een dierententoonstelling waar de dieren gekeurd worden : eigenaar met konijn, links de keurmeester",104,2021-11-25 15:18:25,2021-12-02 15:14:06
449,12564,4278,Vliegtuigen in hangar,104,2021-11-25 15:20:18,2021-12-02 15:14:06
450,12564,4285,Het lijkt op kinderspellen voor bv Koninginnedag,104,2021-11-25 15:22:00,2021-12-02 15:14:06
451,12564,4312,ongelukje op het voetbalveld,104,2021-11-25 15:25:27,2021-12-02 15:14:06
452,12564,4320,jeugdfoto regiseur Weiss,104,2021-11-25 15:26:11,2021-12-02 15:14:06
453,12564,4342,grote octopus,104,2021-11-25 15:29:43,2021-12-02 15:14:06
454,12564,4344,toespraak van Mient-Jan Faber,104,2021-11-25 15:32:31,2021-12-02 15:14:06
455,12564,4361,Mensen wachten op een bank voor het Dolfinarium,104,2021-11-25 15:34:53,2021-12-02 15:14:06
456,12564,4385,Vergadering waarbij er iemand de interruptie microfoon benut,104,2021-11-25 15:37:33,2021-12-02 15:14:06
457,12564,4413,vijver,104,2021-11-25 15:39:20,2021-12-02 15:14:06
458,12564,4414,kinderen maken reclame op de markt voor hun musical,104,2021-11-25 15:40:11,2021-12-02 15:14:06
459,12564,4416,Mensen luisteren naar een toespraak,104,2021-11-25 15:40:57,2021-12-02 15:14:06
460,12564,4419,humoristisch bordje voor in de auto,104,2021-11-25 15:42:53,2021-12-02 15:49:10
461,12564,4421,Kasteel,104,2021-11-25 15:44:02,2021-12-02 15:14:06
462,12564,4422,antieke auto,104,2021-11-25 15:44:23,2021-12-02 15:14:06
463,12564,4423,lopend buffet,104,2021-11-25 15:45:06,2021-12-02 15:14:06
464,12564,4448,Buffet in restaurant,104,2021-11-25 15:47:04,2021-12-02 15:14:06
465,12564,4457,filmset,104,2021-11-25 15:58:30,2021-12-02 15:14:06
466,12564,4486,Apotheek binnen,104,2021-11-25 16:02:33,2021-12-02 15:14:06
467,12564,4489,linoleumsnijden,104,2021-11-25 16:03:34,2021-12-02 15:14:06
468,12564,4492,spoorwegovergang,104,2021-11-25 16:04:26,2021-12-02 15:14:06
469,12564,4499,casino,104,2021-11-25 16:04:57,2021-12-02 15:14:06
470,3474,5157,stormschade,104,2021-11-25 20:54:58,2021-12-02 15:14:06
471,3474,5166,"te donker, restaurant?",104,2021-11-25 20:56:15,2021-12-02 15:14:06
472,3474,5179,luchtreclame,104,2021-11-25 20:58:04,2021-12-02 15:14:06
473,3474,5181,sleutel ?,104,2021-11-25 20:58:37,2021-12-02 15:14:06
474,3474,5339,sieraad/medaillon,104,2021-11-25 21:04:33,2021-12-02 15:14:06
475,3474,5391,bejaardenhuis,104,2021-11-25 21:15:53,2021-12-02 15:14:06
476,3474,5393,ongeluk,104,2021-11-25 21:17:08,2021-12-02 15:14:06
477,3474,5573,landbouw tentoonstelling,104,2021-11-25 21:25:20,2021-12-02 15:14:06
478,3474,5584,opruimen kanaal,104,2021-11-26 00:18:53,2021-12-02 15:14:06
479,3474,5613,golf sport overig,104,2021-11-26 00:26:03,2021-12-02 15:14:06
480,3474,5666,waterfietsen/boten?,104,2021-11-26 08:54:41,2021-12-02 15:14:06
481,3474,5678,Robert Long,104,2021-11-26 08:59:21,2021-12-02 15:14:06
482,3474,5685,judo sport overig,104,2021-11-26 09:02:29,2021-12-02 15:14:06
483,3474,5688,Tractor vervoermiddel,104,2021-11-26 09:03:50,2021-12-02 15:14:06
484,3474,5723,kindervakantiewerk?,104,2021-11-26 11:13:26,2021-12-02 15:14:06
485,3474,5725,Koningin Juliana,104,2021-11-26 11:14:09,2021-12-02 15:14:07
486,3474,5998,Beatrix?,104,2021-11-26 11:25:19,2021-12-02 15:14:07
487,3474,6026,Juliana,104,2021-11-26 11:54:24,2021-12-02 15:14:07
488,2535,5709,Ik denk dat het hier om de voetballer Beer Wentink gaat.,104,2021-11-26 12:00:40,2021-12-02 15:14:07
489,3474,6108,rolschaatsen sport overig?,104,2021-11-26 12:52:12,2021-12-02 15:14:07
490,12564,4517,Redding door brandweer!,104,2021-11-26 13:30:58,2021-12-02 15:14:07
491,12564,6066,volgens mij is het een huiskamer,104,2021-11-26 13:33:09,2021-12-02 15:14:07
492,12564,6086,Biljarten in biljartzaal of buurthuis,104,2021-11-26 13:35:01,2021-12-02 15:14:07
493,12564,6104,Tentoonstelling binnen van bloemen,104,2021-11-26 13:35:55,2021-12-02 15:14:07
494,12564,6122,volklore dansen,104,2021-11-26 13:36:28,2021-12-02 15:14:07
495,12564,6132,advertenties voor kinderoppas,104,2021-11-26 13:37:20,2021-12-02 15:14:07
496,12564,6156,Carnaval,104,2021-11-26 13:37:58,2021-12-02 15:14:07
497,12564,6201,Onthulling straatnaam of pleinbord,104,2021-11-26 13:40:15,2021-12-02 15:14:07
498,12564,6218,Jack Jeysey LP uitgebracht,104,2021-11-26 13:41:50,2021-12-02 15:14:07
499,12564,6227,"Theater show van Jos Brink en Frank Sanders, helaas weet ik niet meer de naam van de actrice",104,2021-11-26 13:46:47,2021-12-02 15:14:07
500,12564,6282,De SRV wagen,104,2021-11-26 13:48:38,2021-12-02 15:14:07
501,12564,6299,IJshockey,104,2021-11-26 13:50:10,2021-12-02 15:14:07
502,12564,6317,Vrijmarkt,104,2021-11-26 13:51:06,2021-12-02 15:14:07
503,12564,6333,Zaalhockey,104,2021-11-26 13:53:03,2021-12-02 15:14:07
504,12564,6373,Stratenmakers,104,2021-11-26 13:55:50,2021-12-02 15:14:07
505,12564,6387,Reclamefoto voor Art Galery,104,2021-11-26 13:57:39,2021-12-02 15:14:07
506,12564,6405,Cursus leren patroontekenen,104,2021-11-26 13:59:09,2021-12-02 15:14:07
507,22896,6442,Yvonne van Gennip,104,2021-11-26 14:03:27,2021-12-02 15:14:07
508,3474,6448,ramp?,104,2021-11-26 14:05:34,2021-12-02 15:14:07
509,3474,6507,Gert en Hermien Timmermans ???,104,2021-11-26 14:11:15,2021-12-02 15:14:07
510,3474,6528,steiger detail,104,2021-11-26 14:14:58,2021-12-02 15:14:07
511,3474,6558,(model) vliegtuig,104,2021-11-26 14:17:47,2021-12-02 15:14:07
512,22896,6746,Betend Boudewijn,104,2021-11-26 14:59:12,2021-12-02 15:14:07
513,22896,6792,Ramses Shaffy,104,2021-11-26 15:40:28,2021-12-02 15:14:07
514,3474,6667,camera / filmopname,104,2021-11-26 15:44:15,2021-12-02 15:14:07
515,3474,6799,krant met knuffel?,104,2021-11-26 15:45:12,2021-12-02 15:14:07
516,3474,6981,Geen kunstwerken maar expositie....,104,2021-11-26 15:54:21,2021-12-02 15:14:07
517,3474,6984,logo,104,2021-11-26 15:55:50,2021-12-02 15:14:07
518,3474,7001,Godfried Bomans,104,2021-11-26 15:58:25,2021-12-02 15:14:07
519,3474,7017,"hutten bouwen, kindervakantiewerk",104,2021-11-26 16:00:27,2021-12-02 15:14:07
520,3474,7061,kindervakantiewerk,104,2021-11-26 16:04:49,2021-12-02 15:14:07
521,3474,7065,vogeltentoonstelling/wedstrijd,104,2021-11-26 16:06:05,2021-12-02 15:14:07
522,3474,7069,tafelvoetbal sport overig,104,2021-11-26 16:07:18,2021-12-02 15:14:07
523,22896,6883,Koningin Beatrix,104,2021-11-26 16:40:37,2021-12-02 15:14:07
524,18244,6922,Dit was een beroemde pianist Louis van Dijk.,104,2021-11-26 17:35:35,2021-12-02 15:14:07
525,3474,7082,Godfried Bomans,104,2021-11-26 18:09:13,2021-12-02 15:14:07
526,3474,7085,Juliana,104,2021-11-26 18:10:07,2021-12-02 15:14:07
527,3474,7102,knutselen,104,2021-11-26 18:12:26,2021-12-02 15:14:07
528,3474,7113,2e hands meubelen,104,2021-11-26 18:13:58,2021-12-02 15:14:07
529,3474,7176,Blijkbaar Supertramp volgens de beide albums....,104,2021-11-26 18:53:51,2021-12-02 15:14:07
530,3474,7178,Andre van Duin,104,2021-11-26 18:54:50,2021-12-02 15:14:07
531,9600,7431,Koninklijke familie op foto,104,2021-11-26 19:06:35,2021-12-02 15:14:07
532,9600,7445,Prins Claus,104,2021-11-26 19:11:55,2021-12-02 15:14:07
533,3474,7560,sjoelen sport overig,104,2021-11-26 22:50:12,2021-12-02 15:14:07
534,3474,7671,beurs expositie,104,2021-11-26 22:57:30,2021-12-02 15:14:07
535,3474,7673,bushalte,104,2021-11-26 22:58:00,2021-12-02 15:31:59
536,3474,7677,vitrine met schalen,104,2021-11-26 22:59:09,2021-12-02 15:31:59
537,3474,7691,Robert Long?,104,2021-11-26 23:01:17,2021-12-02 15:31:59
538,3474,7696,vliegtuig,104,2021-11-26 23:01:57,2021-12-02 15:31:59
539,3474,7705,geparkeerde fietsen... probleem ?,104,2021-11-26 23:04:23,2021-12-02 15:31:59
540,3474,7709,onderonsje,104,2021-11-26 23:07:08,2021-12-02 15:31:59
541,3474,7733,badminton sport overig,104,2021-11-26 23:10:59,2021-12-02 15:31:59
542,3474,7736,bruiloft ?loslaten witte duiven,104,2021-11-26 23:12:07,2021-12-02 15:31:59
543,3474,7740,meterstand,104,2021-11-26 23:13:05,2021-12-02 15:31:59
544,3474,7885,Herman Krebbers?,104,2021-11-26 23:16:05,2021-12-02 15:31:59
545,3474,7940,Juliana,104,2021-11-26 23:24:14,2021-12-02 15:31:59
546,3474,7990,Juliana,104,2021-11-26 23:32:09,2021-12-02 15:31:59
547,3474,8043,atletiek sport overig,104,2021-11-26 23:37:28,2021-12-02 15:31:59
548,3474,8049,vliegtuig,104,2021-11-26 23:37:50,2021-12-02 15:31:59
549,3474,8075,Robert Long,104,2021-11-26 23:39:38,2021-12-02 15:31:59
550,3474,8093,ramen wassen..,104,2021-11-26 23:41:51,2021-12-02 15:31:59
551,3474,8137,Bueno de Musquita ?,104,2021-11-26 23:43:45,2021-12-02 15:31:59
552,3474,8160,stormschade,104,2021-11-26 23:46:37,2021-12-02 15:31:59
553,3474,8170,Fons Jansen (cabaretier) leest voor uit eigen werk?,104,2021-11-26 23:52:48,2021-12-02 15:31:59
554,3474,8177,hindernisbaan,104,2021-11-26 23:55:06,2021-12-02 15:31:59
555,3474,8178,promotie,104,2021-11-26 23:55:40,2021-12-02 15:31:59
556,3474,8195,haringhappen,104,2021-11-26 23:59:44,2021-12-02 15:31:59
557,3474,8281,laboratorium,104,2021-11-27 01:25:25,2021-12-02 15:31:59
558,3474,8480,vuilnis,104,2021-11-27 01:28:16,2021-12-02 15:31:59
559,3474,8491,vliegtuig,104,2021-11-27 01:30:07,2021-12-02 15:31:59
560,3474,8498,parkeerplaats,104,2021-11-27 01:31:08,2021-12-02 15:31:59
561,3474,8512,Prins Bernard,104,2021-11-27 08:40:56,2021-12-02 15:31:59
562,3474,8546,receptie,104,2021-11-27 08:50:58,2021-12-02 15:31:59
563,3474,8553,buitenlandse souveniers,104,2021-11-27 08:53:58,2021-12-02 15:49:10
564,3474,8587,Gijzeling? Man met geweer in portiek,104,2021-11-27 09:03:36,2021-12-02 15:49:10
565,3474,8614,eerste bewoner?,104,2021-11-27 09:09:46,2021-12-02 15:49:10
566,3474,8738,onderzoeker/laboratorium,104,2021-11-27 11:08:10,2021-12-02 15:49:10
567,3474,8757,stormschade,104,2021-11-27 11:11:55,2021-12-02 15:49:10
568,3474,8767,hoofddeksels,104,2021-11-27 11:13:47,2021-12-02 15:49:10
569,13945,5433,Bekend personage: de dame op de foto is voormalig minister van Verkeer en Waterstaat Neelie Smit-Kroes,104,2021-11-27 11:52:05,2021-12-02 15:31:59
570,3474,8801,schillenboer,104,2021-11-27 11:59:01,2021-12-02 15:49:10
571,3474,8802,trofee,104,2021-11-27 11:59:32,2021-12-02 15:31:59
572,3474,8808,beurs opbouw,104,2021-11-27 12:00:36,2021-12-02 15:49:10
573,9600,8913,"Jozef Luns, diplomaat en politicus",104,2021-11-27 12:22:37,2021-12-02 15:49:10
574,13945,8998,Leden van de koninklijke familie: Beatrix en Claus,104,2021-11-27 12:33:55,2021-12-02 15:49:10
575,3474,8958,consultatiebureau,104,2021-11-27 12:49:12,2021-12-02 15:49:10
576,3474,8959,demonstratie ?,104,2021-11-27 12:49:54,2021-12-02 15:31:59
577,3474,8962,receptie,104,2021-11-27 12:50:42,2021-12-02 15:31:59
578,3474,9030,schietclub,104,2021-11-27 12:53:45,2021-12-02 15:31:59
579,3474,9049,demonstratie van de brandweer,104,2021-11-27 12:57:46,2021-12-02 15:31:59
580,18244,7232,Het lijkt mij een wachtruimte,104,2021-11-27 14:22:19,2021-12-02 15:49:10
581,18244,9046,Vuurwerk.,104,2021-11-27 14:23:19,2021-12-02 15:31:59
582,18244,9095,Begrafenis?,104,2021-11-27 14:25:28,2021-12-02 15:31:59
583,18244,9118,Iets met een gijzeling te maken?,104,2021-11-27 14:29:04,2021-12-02 15:31:59
584,3474,9306,Robert Long in een studio met ...?,104,2021-11-27 15:01:36,2021-12-02 15:31:59
585,3474,9309,driekoningen zingen,104,2021-11-27 15:02:26,2021-12-02 15:31:59
586,3474,9395,muzikant op grasveld ?,104,2021-11-27 15:37:42,2021-12-02 15:49:10
587,3474,9418,duiker,104,2021-11-27 16:26:55,2021-12-02 15:49:10
588,3474,9495,bowling sport overig,104,2021-11-27 16:30:25,2021-12-02 15:31:59
589,3474,9502,beurs,104,2021-11-27 16:31:26,2021-12-02 15:31:59
590,3474,9852,speciale computer-bus,104,2021-11-27 16:46:51,2021-12-02 15:49:10
591,3474,9874,receptie,104,2021-11-27 16:50:20,2021-12-02 15:31:59
592,3474,9877,biljarten sport overig,104,2021-11-27 16:51:08,2021-12-02 15:31:59
593,3474,9984,macramé tentoonstelling,104,2021-11-27 17:10:22,2021-12-02 15:49:10
594,3474,9989,laboratorium of natuurkunde lokaal,104,2021-11-27 17:11:24,2021-12-02 15:49:10
595,3474,10037,"onbekende ruimte, op schip ?",104,2021-11-27 18:03:53,2021-12-02 15:49:10
596,3474,10043,melkboer,104,2021-11-27 18:06:25,2021-12-02 15:49:10
597,3474,10080,tegel tableau,104,2021-11-27 18:15:41,2021-12-02 15:49:10
598,3474,10082,weg onderhoud,104,2021-11-27 18:16:23,2021-12-02 15:49:10
599,3474,10098,rolschaatsen sport overig,104,2021-11-27 18:19:29,2021-12-02 15:31:59
600,3474,10104,ramen wasser,104,2021-11-27 18:33:41,2021-12-02 15:49:10
601,3474,10105,stormschade,104,2021-11-27 18:34:10,2021-12-02 15:49:10
602,3474,10106,mankement gebouw,104,2021-11-27 18:34:52,2021-12-02 15:49:10
603,3474,10501,klok detail museum?,104,2021-11-27 19:53:31,2021-12-02 15:49:10
604,3474,10515,bakker met bakfiets,104,2021-11-27 19:57:13,2021-12-02 15:49:10
605,3474,10519,Prins Bernard,104,2021-11-27 19:58:37,2021-11-29 13:40:24
606,3474,10522,collecte geld tellen,104,2021-11-27 19:59:40,2021-12-02 15:49:10
607,3474,10526,eigenlijk poelier...,104,2021-11-27 20:11:06,2021-12-02 15:49:10
608,3474,10539,scrabble sport overig,104,2021-11-27 20:14:19,2021-12-02 15:31:59
609,3474,10560,tentoonstelling met maquette...,104,2021-11-27 20:19:31,2021-12-02 15:49:10
610,3474,10562,vitrine,104,2021-11-27 20:21:03,2021-12-02 15:49:10
611,3474,10577,"Deed recensies van films, naam ontschoten...
Zet opmerking op forum",104,2021-11-27 20:45:56,2021-11-29 13:40:24
612,3474,10578,poppenkast,104,2021-11-27 20:50:02,2021-12-02 15:31:59
613,9600,9822,Prinses/Koningin Beatrix,104,2021-11-27 21:13:36,2021-11-29 13:40:24
614,3474,10617,Robert Long,104,2021-11-27 21:14:02,2021-11-29 13:40:24
615,3474,10659,judo sport overig,104,2021-11-27 21:27:33,2021-12-02 15:31:59
616,18244,9680,Boogschieten?,104,2021-11-27 21:47:33,2021-12-02 15:31:59
617,3474,10717,luchthaven,104,2021-11-27 21:56:41,2021-12-02 15:31:59
618,3474,10871,vliegveld / vliegtuig,104,2021-11-27 21:59:28,2021-12-02 15:31:59
619,18244,10370,Sjoelen,104,2021-11-27 22:18:36,2021-12-02 15:31:59
620,9600,10483,Juliana,104,2021-11-27 22:36:08,2021-11-29 13:40:24
621,18244,10805,Vliegtuig,104,2021-11-28 10:58:54,2021-12-02 15:31:59
